0.24,0.37,0.48,0.591836735,0.13,0.02,0.44,0.55,0.38,0.31,0.25,0.99,0.34,0.72826087,0.4125,0.548387097,0.32,0.21,0.58,0.38,0.38,0.45,0.22,0.19,0.35,0.5,0.5,0.16,0.3,0.22,0.3,0.54,0.33,0.640449438,0.447916667,0.46,0.23,0.66,0.52,0.45,0.626373626,0.577319588,0.42,0.630434783,0.637362637,0.712765957,0.638554217,0.571428571,0.593406593,0.09,0.28,0.04,0.41,0.46875,0.595505618,0.634146341,0.11,0.11,0.12,0.1,0.93877551,0.04,0.17,0.16,0.38,0.45,0.32,0.606741573,0.12,0.44,0.5,0.25,0.765957447,0.607142857,0.1,0.27173913,0.666666667,0.28,0.14,0.15,0.16,0.18,0.244897959,0.25,0.28,0.26,0.31,0.163043478,0.22,0.17,0.09,0.11,0.593406593,0.579545455,0.64516129,0.544444444,0.05,0.16,0.94,0.21,0.05,0.12,0.23,0.16,0.53,0.9,0.14,0.01,0,0.1,0.05,0.5,0.22,0.48,0.08,0,0.25,0.04,0.94,0.5,0.51,0.12,1
0.05,0.59,0.23,0.397959184,0.09,1,0.45,0.55,0.37,0.45,0.07,1,0.28,0.554347826,0.2,0.344086022,0.55,0.5,0.45,0.28,0.21,0.24,0.27,0.16,0.31,0.27,0.32,0.06,0.4,1,0.89,0.11,0.75,0.528089888,0.791666667,0.28,1,0.17,0.49,0.61,0.604395604,0.567010309,0.72,0.456521739,0.43956044,0.35106383,0.445783133,0.637362637,0.637362637,0.06,0.67,0.07,0.39,0.520833333,0.640449438,0.743902439,0.69,0.77,0.8,0.78,0,1,0.62,0.56,0.63,0.62,0.66,0.269662921,0.52,0.67,0,0.04,0.85106383,0.321428571,0.39,0.619565217,0.188888889,0.59,0.97,0.3,0.3,0.29,0.418367347,0.44,0.49,0.46,0.6,0.717391304,0.97,0.01,0,0.75,0.483516484,0.647727273,0.806451613,0.7,0.01,0.28,0.98,0.31,0.01,0.08,0.08,0.28,0.36,0.84,0.04,0.23,0,0.18,0.04,0.79,0.31,0.01,0.73,0.28,0,0.02,0.64,0,1,0.23,1
0.08,0.39,0.08,0.867346939,0.04,0.25,0.33,0.48,0.27,0.47,0.09,1,0.41,0.619565217,0.15,0.580645161,0.52,0.3,0.57,0.41,0.36,0.37,0.3,0.25,0.18,0.24,0.3,0.04,0.18,0.37,0.47,0.24,0.3,0.651685393,0.59375,0.39,0.48,0.33,0.49,0.46,0.582417582,0.546391753,0.44,0.608695652,0.626373626,0.64893617,0.638554217,0.681318681,0.692307692,0.03,0.27,0.02,0.21,0.28125,0.314606742,0.414634146,0.09,0.1,0.09,0.1,0.673469388,0.22,0.18,0.16,0.41,0.45,0.37,0.606741573,0.11,0.58,0,0.08,0.79787234,0.619047619,0.13,0.423913043,0.422222222,0.24,0.34,0.4,0.36,0.33,0.326530612,0.4,0.46,0.42,0.51,0.663043478,0.53,0.02,0.01,0.18,0.747252747,0.704545455,0.849462366,0.833333333,0.01,0.19,0.98,0.22,0.02,0.15,0.25,0.19,0.98,0.85,0.11,0.14,0,0.17,0.02,0.21,0.31,0.07,0.21,0.04,0.02,0.01,0.7,1,0.44,0.11,0
0.08,0.43,0.82,0.224489796,0.29,0.15,0.41,0.43,0.26,0.57,0.09,0.99,0.11,0.282608696,0.225,0.311827957,0.67,0.56,0.53,0.14,0.15,0.25,0.18,0.11,0.1,0.17,0.23,0.15,0.75,0.57,0.61,0.14,0.89,0.213483146,0.40625,0.4,0.54,0.22,0.67,0.39,0.714285714,0.701030928,0.56,0.391304348,0.417582418,0.393617021,0.481927711,0.527472527,0.43956044,0.05,0.32,0.03,0.3,0.322916667,0.449438202,0.609756098,0.14,0.13,0.15,0.18,0.755102041,0.22,0.45,0.4,0.46,0.45,0.47,0.640449438,0.3,0.63,0,0.18,0.468085106,0.69047619,0.61,0.847826087,0.388888889,0.56,0.45,0.01,0.01,0.02,0.051020408,0.13,0.14,0.16,0.52,0.27173913,0.47,0.01,0,0.2,0.714285714,0.806818182,0.924731183,0.933333333,0.01,0.16,0.98,0.22,0.02,0.12,0.23,0.16,0.29,0.72,0.38,0.07,0,0.31,0.02,0.57,0.3,0.22,0.06,0.06,0.04,0.01,0.91,0.5,0.57,0.12,1
0.14,0.4,0.04,0.755102041,0.04,0.73,0.42,0.43,0.29,0.52,0.16,1,0.15,0.326086957,0.2,0.365591398,0.58,0.61,0.75,0.16,0.17,0.18,0.18,0.12,0.22,0.2,0.25,0.19,0.57,0.42,0.46,0.21,0.62,0.258426966,0.291666667,0.57,0.45,0.34,0.69,0.39,0.703296703,0.711340206,0.45,0.456521739,0.483516484,0.382978723,0.542168675,0.406593407,0.417582418,0.07,0.3,0.01,0.32,0.333333333,0.382022472,0.402439024,0.05,0.04,0.04,0.04,0.704081633,0.11,0.24,0.22,0.4,0.41,0.4,0.651685393,0.17,0.56,0,0.13,0.808510638,0.69047619,0.63,0.72826087,0.422222222,0.38,0.17,0.07,0.07,0.07,0.112244898,0.16,0.17,0.14,0.59,0.456521739,0.36,0.05,0.13,0.06,0.769230769,0.704545455,0.849462366,0.866666667,0.02,0.14,0.97,0.18,0.05,0.18,0.4,0.14,0.99,0.68,0,0.52,0,0.35,0.02,0.07,0.1,0.1,0.23,0.06,0.04,0.02,0.78,1,0.31,0.1,1
0.34,0.35,0.22,0.744897959,0.23,0.12,0.37,0.52,0.28,0.19,0.35,1,0.36,0.847826087,0.3625,0.516129032,0.19,0.17,0.41,0.36,0.35,0.36,0.29,0.18,0.24,0.35,0.41,0.15,0.19,0.08,0.14,0.42,0.26,0.865168539,0.197916667,0.34,0.26,0.44,0.69,0.4,0.835164835,0.783505155,0.45,0.608695652,0.67032967,0.680851064,0.662650602,0.736263736,0.791208791,0.1,0.25,0.08,0.34,0.385416667,0.494382022,0.597560976,0.13,0.13,0.14,0.14,0.87755102,0.09,0.17,0.15,0.38,0.45,0.32,0.595505618,0.13,0.57,0,0.57,0.585106383,0.595238095,0.21,0.467391304,0.877777778,0.17,0.1,0.18,0.16,0.14,0.326530612,0.33,0.39,0.33,0.4,0.586956522,0.24,0.03,0,0.16,0.318681319,0.386363636,0.322580645,0.422222222,0.07,0.14,0.91,0.19,0.29,0.45,1,0.14,0.75,0.89,0.06,0.09,0.09,0.11,0.08,0.79,0.33,0.39,0.14,0.23,0.18,0.09,0.92,0.5,0.61,0.15,1
0.29,0.42,0.27,0.653061224,0.18,0.31,0.33,0.45,0.28,0.55,0.3,1,0.41,0.52173913,0.15,0.52688172,0.58,0.44,0.54,0.43,0.42,0.47,0.29,0.14,0.42,0.25,0.33,0.19,0.28,0.38,0.45,0.34,0.4,0.494382022,0.270833333,0.55,0.3,0.46,0.33,0.54,0.450549451,0.402061856,0.52,0.510869565,0.505494505,0.542553191,0.542168675,0.241758242,0.263736264,0.19,0.5,0.25,0.29,0.375,0.483146067,0.536585366,0.41,0.44,0.49,0.46,0.479591837,0.37,0.35,0.31,0.44,0.51,0.43,0.337078652,0.31,0.72,0,0.18,0.893617021,0.345238095,0.24,0.597826087,0.3,0.33,0.41,0.6,0.61,0.59,0.397959184,0.44,0.54,0.41,0.44,0.608695652,0.69,0.15,0.02,0.6,0.747252747,0.920454545,0.827956989,0.9,0.1,0.28,0.89,0.32,0.05,0.11,0.12,0.28,0.65,0.88,0.13,0.06,0.04,0.13,0.11,0.64,0.49,0.05,0.87,1,0.21,0.14,0.69,0.5,0.61,0.34,1
0.09,0.43,0.05,0.826530612,0.11,0.22,0.47,0.54,0.38,0.47,0.1,1,0.2,0.47826087,0.275,0.451612903,0.53,0.47,0.62,0.22,0.19,0.2,0.19,0.12,0.21,0.21,0.24,0.09,0.44,0.26,0.43,0.25,0.54,0.460674157,0.427083333,0.31,0.5,0.35,0.74,0.39,0.703296703,0.731958763,0.54,0.554347826,0.615384615,0.585106383,0.710843373,0.626373626,0.615384615,0.03,0.21,0.02,0.36,0.447916667,0.516853933,0.658536585,0.1,0.1,0.1,0.11,0.836734694,0.11,0.46,0.39,0.44,0.48,0.4,0.573033708,0.21,0.6,0,0.16,0.585106383,0.595238095,1,0.641304348,0.322222222,0.35,0.24,0.09,0.08,0.08,0.132653061,0.18,0.2,0.17,0.39,0.423913043,0.32,0.12,0.14,0.11,0.725274725,0.613636364,0.720430108,0.7,0.01,0.13,0.98,0.17,0.02,0.14,0.33,0.13,0.79,0.95,0.02,0.02,0.17,0.05,0,0,0.48,0.07,0.2,0.16,0.1,0.01,0.8,1,0,0.1,1
0.07,0.34,0.08,0.857142857,0.32,0.05,0.28,0.53,0.32,0.49,0.09,1,0.37,0.576086957,0.2375,0.516129032,0.54,0.31,0.49,0.42,0.37,0.36,0.36,0.18,0.26,0.29,0.45,0.04,0.19,0.24,0.37,0.31,0.49,0.629213483,0.3125,0.45,0.33,0.45,0.34,0.63,0.43956044,0.402061856,0.48,0.630434783,0.681318681,0.755319149,0.746987952,0.582417582,0.549450549,0.03,0.28,0.05,0.46,0.520833333,0.617977528,0.731707317,0.44,0.42,0.42,0.42,0.744897959,0.2,0.26,0.2,0.36,0.56,0.26,0.404494382,0.12,0.68,0,0.07,0.840425532,0.345238095,0.16,0.336956522,0,0.1,0.15,0.44,0.41,0.37,0.459183673,0.55,0.65,0.57,0.51,0.554347826,0.64,0.07,0.01,0.4,0.846153846,0.738636364,0.774193548,0.833333333,0.01,0.21,0.98,0.27,0.01,0.08,0.11,0.21,0.81,0.97,0.04,0,0,0.03,0.01,0.07,0.33,0.01,0.89,1,0,0.01,0.88,0,0.35,0.09,1
0.14,0.34,0.02,0.979591837,0.07,0.04,0.36,0.56,0.35,0.43,0.16,1,0.33,0.652173913,0.2125,0.548387097,0.46,0.27,0.4,0.37,0.34,0.33,0.25,0.15,0.29,0.26,0.34,0.08,0.23,0.4,0.43,0.3,0.45,0.662921348,0.427083333,0.36,0.42,0.37,0.56,0.5,0.593406593,0.587628866,0.41,0.619565217,0.648351648,0.606382979,0.614457831,0.758241758,0.802197802,0.05,0.24,0.04,0.37,0.395833333,0.438202247,0.43902439,0.18,0.16,0.15,0.12,0.693877551,0.11,0.15,0.13,0.34,0.47,0.29,0.415730337,0.07,0.65,0,0.21,0.670212766,0.392857143,0.16,0.293478261,0.322222222,0.35,0.22,0.3,0.28,0.26,0.418367347,0.42,0.46,0.43,0.49,0.641304348,0.69,0.09,0,0.2,0.67032967,0.568181818,0.688172043,0.655555556,0.02,0.15,0.97,0.19,0.02,0.11,0.21,0.15,0.95,0.98,0.02,0,0,0.01,0.03,0.43,0.5,0.09,0.25,0.08,0.01,0.02,0.79,0,0.44,0.1,0
0.11,0.47,0.38,0.571428571,0.2,0.12,0.48,0.59,0.39,0.27,0.13,1,0.21,0.717391304,0.4375,0.344086022,0.32,0.32,0.68,0.19,0.19,0.22,0.2,0.11,0.17,0.24,0.31,0.11,0.42,0.19,0.31,0.29,0.61,0.528089888,0.197916667,0.53,0.37,0.44,0.53,0.29,0.67032967,0.618556701,0.49,0.641304348,0.637362637,0.627659574,0.590361446,0.450549451,0.494505495,0.04,0.25,0.03,0.26,0.333333333,0.370786517,0.43902439,0.11,0.11,0.11,0.11,0.836734694,0.07,0.22,0.22,0.49,0.48,0.51,0.528089888,0.2,0.48,0.5,0.27,0.404255319,0.583333333,0.23,0.576086957,0.644444444,0.5,0.45,0.09,0.09,0.09,0.204081633,0.22,0.23,0.23,0.51,0.5,0.29,0.04,0,0.17,0.395604396,0.409090909,0.462365591,0.2,0.02,0.15,0.97,0.17,0.07,0.31,0.66,0.15,0.65,0.79,0.16,0.16,0.13,0.18,0.04,0.43,0.09,0.15,0.13,0,0.09,0.01,0.58,0,0.7,0.09,1
0.18,0.26,0.17,0.836734694,0.08,0.22,0.25,0.33,0.2,0.76,0.19,1,0.26,0.336956522,0.1625,0.52688172,0.74,0.24,0.42,0.3,0.38,0.4,0.19,0.26,0.31,0.28,0.36,0.12,0.28,0.29,0.47,0.24,0.37,0.415730337,0.208333333,0.35,0.3,0.37,0.67,0.36,0.626373626,0.659793814,0.34,0.586956522,0.593406593,0.627659574,0.638554217,0.681318681,0.648351648,0.06,0.23,0.14,0.32,0.34375,0.438202247,0.548780488,0.4,0.36,0.39,0.41,0.642857143,0.21,0.22,0.18,0.28,0.31,0.25,0.674157303,0.27,0.78,0,0.55,0.308510638,0.69047619,0.13,0.423913043,0.622222222,0.24,0.18,0.17,0.17,0.19,0.408163265,0.39,0.49,0.41,0.74,0.608695652,0.47,0.05,0.22,0.53,0.175824176,0.568181818,0.634408602,0.577777778,0.05,0.21,0.94,0.25,0.04,0.13,0.2,0.21,0.98,0.79,0.15,0.14,0.13,0.21,0.15,0.79,0.14,0.08,0.37,0.11,0.22,0.08,0.74,0.5,1,0.27,1
0.24,0.4,0.12,0.755102041,0.11,0.27,0.41,0.47,0.29,0.38,0.25,1,0.22,0.608695652,0.5875,0.408602151,0.42,0.26,0.34,0.24,0.26,0.29,0.17,0.16,0.2,0.18,0.23,0.24,0.44,0.29,0.41,0.27,0.42,0.584269663,0.260416667,0.42,0.4,0.35,0.63,0.27,0.714285714,0.680412371,0.49,0.673913043,0.681318681,0.670212766,0.722891566,0.56043956,0.571428571,0.07,0.2,0.04,0.4,0.510416667,0.629213483,0.829268293,0.12,0.12,0.13,0.14,0.785714286,0.16,0.26,0.24,0.42,0.45,0.4,0.629213483,0.23,0.53,0.5,0.4,0.585106383,0.654761905,0.27,0.597826087,0.533333333,0.54,0.22,0.07,0.07,0.08,0.204081633,0.21,0.24,0.19,0.4,0.402173913,0.37,0.16,0.05,0.12,0.747252747,0.545454545,0.569892473,0.855555556,0.04,0.13,0.95,0.16,0.04,0.09,0.22,0.13,0.78,0.89,0.04,0.15,0,0.13,0.15,0.79,0,0.25,0.15,0.05,0.11,0.03,0.76,1,1,0.08,1
0.64,0.35,0.08,0.632653061,0.13,0.54,0.5,0.6,0.46,0.4,0.64,1,0.17,0.554347826,0.25,0.430107527,0.45,0.31,0.49,0.2,0.21,0.24,0.24,0.12,0.18,0.2,0.26,0.72,0.53,0.32,0.36,0.32,0.53,0.483146067,0.197916667,0.56,0.28,0.4,0.64,0.58,0.758241758,0.721649485,0.47,0.489130435,0.505494505,0.574468085,0.542168675,0.571428571,0.571428571,0.29,0.35,0.29,0.45,0.520833333,0.573033708,0.646341463,0.34,0.33,0.3,0.29,0.540816327,0.27,0.33,0.25,0.36,0.42,0.34,0.471910112,0.33,0.71,0,1,0.563829787,0.476190476,0.16,0.282608696,0.744444444,0.41,0.22,0.13,0.12,0.12,0.244897959,0.25,0.27,0.23,0.68,0.52173913,0.33,0.26,0.23,0.32,0.32967033,0.420454545,0.602150538,0.444444444,0.15,0.15,0.83,0.19,0.26,0.22,0.47,0.15,0.98,0.61,0.08,0.53,0.12,0.42,0.11,0.57,0.3,0.46,0.22,0.24,0.55,0.15,0.81,0.5,0.41,0.14,1
0.13,0.39,0.05,0.612244898,1,0.28,0.36,0.61,0.39,0.31,0.15,1,0.54,0.782608696,0.2625,0.623655914,0.3,0.27,0.38,0.52,0.5,0.54,0.42,0.28,0.35,0.43,0.49,0.05,0.15,0.22,0.27,0.49,0.24,0.775280899,0.9375,0.24,0.27,0.57,0.59,0.67,0.67032967,0.639175258,0.44,0.641304348,0.648351648,0.79787234,0.674698795,0.615384615,0.637362637,0.03,0.19,0.14,0.44,0.53125,0.674157303,0.804878049,0.7,0.72,0.77,0.78,0.489795918,0.34,0.32,0.25,0.4,0.45,0.39,0.393258427,0.43,0.64,0,0.07,0.936170213,0.404761905,0.14,0.163043478,0.577777778,0.04,0.16,0.75,0.73,0.69,0.785714286,0.75,0.89,0.73,0.46,0.576086957,0.17,0.07,0,0.68,0.450549451,0.477272727,0.612903226,0.588888889,0.02,0.13,0.97,0.17,0.06,0.23,0.55,0.13,0.62,0.78,0.03,0.14,0.37,0.15,0.02,0.93,0.36,0.05,0.43,0.14,0.08,0.04,0.81,1,0.43,0.22,1
0.16,0.64,1,0,0.15,0.72,0.48,0.62,0.4,0.18,0.17,1,0.3,0.75,0.25,0.172043011,0.24,0.55,0.27,0.27,0.23,0.26,0.38,0.36,0.33,0.19,0.23,0.16,0.43,0.59,0.6,0.23,0.68,0.584269663,0.40625,0.38,0.46,0.29,0.63,0.71,0.912087912,0.793814433,0.83,0.304347826,0.362637363,0.446808511,0.43373494,0.516483516,0.538461538,0.2,0.97,0.21,0.51,0.583333333,0.674157303,0.829268293,1,1,0.98,1,0.306122449,0.9,0.94,0.79,0.68,0.71,0.68,0.191011236,1,0.9,0,0.14,0.787234043,0.238095238,0.24,0.25,0.444444444,0.26,0.53,0.43,0.43,0.42,0.571428571,0.53,0.6,0.53,0.77,0.836956522,0.37,0.01,0.22,0.86,0.395604396,0.488636364,0.849462366,0.711111111,0.03,0.17,0.96,0.21,0.03,0.12,0.22,0.17,0,0.44,0.51,0.29,0.72,0.61,0.04,0.36,0.31,0.02,1,0.42,0.08,0.07,0.8,0.5,0.6,0.27,1
